C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_40_800.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_40_800.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_40_800.jpg,0,0,0,5.313484
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_40_870.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_40_870.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_40_870.jpg,0,0,0,5.28143
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_40_943.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_40_943.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_40_943.jpg,0,0,0,5.238992
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_013.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_013.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_013.jpg,0,0,0,5.207389
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_083.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_083.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_083.jpg,0,0,0,5.165546
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_154.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_154.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_154.jpg,-0.2,0,0,5.117079
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_226.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_226.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_226.jpg,-0.35,0,0,5.072025
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_295.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_295.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_295.jpg,-0.5500001,0,0,5.002654
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_364.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_364.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_364.jpg,0,0,0,4.945162
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_434.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_434.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_434.jpg,0,0,0,4.913815
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_505.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_505.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_505.jpg,0,0,0,4.874219
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_580.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_580.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_580.jpg,0,0,0,4.835049
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_653.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_653.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_653.jpg,-0.05,0.1874493,0,4.88848
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_725.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_725.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_725.jpg,-0.25,0.4030404,0,5.146283
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_797.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_797.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_797.jpg,-0.45,0.6500985,0,5.60978
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_870.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_870.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_870.jpg,-0.6000001,0.8363694,0,6.098217
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_41_944.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_41_944.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_41_944.jpg,-0.8000001,1,0,6.909868
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_42_021.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_42_021.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_42_021.jpg,0,1,0,7.711493
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_42_096.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_42_096.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_42_096.jpg,-0.05,1,0,8.602323
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_42_169.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_42_169.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_42_169.jpg,-0.2,1,0,9.270968
C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\center_2020_11_30_15_11_42_242.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\left_2020_11_30_15_11_42_242.jpg,C:\Users\romai\OneDrive\Documents\Travail\Formations\Complete Self-Driving Car Course\DataSelfDriving_Record\IMG\right_2020_11_30_15_11_42_242.jpg,0,1,0,10.15298
